"","Code","MLG","Site_1_abrev","truffle_year","Sampling_year","Sampling_date","clusterssign(q>0.5)"
"1086","WSL024","MLG346","WSL",2016,2016,2016-09-11,"cluster6"
"1087","BRU038","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1088","BRU039","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1089","BRU040","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1090","BRU041","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1091","BRU043","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1092","BRU044","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1093","BRU045","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1094","BRU046","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1095","BRU048","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1096","BRU049","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1097","BRU050","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1098","BRU051","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1099","BRU053","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1100","BRU054","MLG449","BRU",2016,2016,2016-09-18,"cluster3"
"1101","LIM025","MLG156","LIM",2016,2016,2016-09-18,"cluster6"
"1102","LIM027","MLG156","LIM",2016,2016,2016-09-18,"cluster6"
"1103","LIM028","MLG416","LIM",2016,2016,2016-09-18,"mixed"
"1104","LIM029","MLG156","LIM",2016,2016,2016-09-18,"cluster6"
"1105","LIM030","MLG156","LIM",2016,2016,2016-09-18,"cluster6"
"1106","LIM031","MLG156","LIM",2016,2016,2016-09-18,"cluster6"
"1107","SCHIF37","MLG21","SCS",2016,2016,2016-09-29,"cluster6"
"1108","SCHIF38","MLG21","SCS",2016,2016,2016-09-29,"cluster6"
"1109","SCHIF39","MLG21","SCS",2016,2016,2016-09-29,"cluster6"
"1110","SCHIF40","MLG21","SCS",2016,2016,2016-09-29,"cluster6"
"1111","SCHIF41","MLG21","SCS",2016,2016,2016-09-29,"cluster6"
"1112","BOHBU190","MLG48","BOB",2016,2016,2016-10-01,"cluster1"
"1113","BOHBU191","MLG81","BOB",2016,2016,2016-10-01,"cluster1"
"1114","BOHBU192","MLG68","BOB",2016,2016,2016-10-01,"cluster1"
"1115","BOHBU194","MLG77","BOB",2016,2016,2016-10-01,"cluster1"
"1116","BOHBU195","MLG77","BOB",2016,2016,2016-10-01,"cluster1"
"1117","BOHBU196","MLG77","BOB",2016,2016,2016-10-01,"cluster1"
"1118","BOHBU197","MLG77","BOB",2016,2016,2016-10-01,"cluster1"
"1119","BOHBU198","MLG69","BOB",2016,2016,2016-10-01,"cluster1"
"1120","BOHBU200","MLG68","BOB",2016,2016,2016-10-01,"cluster1"
"1121","BOHBU202","MLG81","BOB",2016,2016,2016-10-01,"cluster1"
"1122","BOHBU203","MLG68","BOB",2016,2016,2016-10-01,"cluster1"
"1123","BOHBU204","MLG68","BOB",2016,2016,2016-10-01,"cluster1"
"1124","BOHBU205","MLG102","BOB",2016,2016,2016-10-01,"cluster4"
"1125","BUR124","MLG7","BUR",2016,2016,2016-10-01,"cluster3"
"1126","BUR125","MLG1","BUR",2016,2016,2016-10-01,"cluster3"
"1127","BUR126","MLG7","BUR",2016,2016,2016-10-01,"cluster3"
"1128","BUR127","MLG7","BUR",2016,2016,2016-10-01,"cluster3"
"1129","BRU057","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1130","BRU058","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1131","BRU060","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1132","BRU063","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1133","BRU064","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1134","BRU065","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1135","BRU066","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1136","BRU067","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1137","BRU068","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1138","BRU069","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1139","BRU070","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1140","BRU071","MLG9","BRU",2016,2016,2016-10-02,"cluster3"
"1141","BRU072","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1142","BRU074","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1143","BRU075","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1144","BRU077","MLG224","BRU",2016,2016,2016-10-02,"cluster2"
"1145","BRU078","MLG136","BRU",2016,2016,2016-10-02,"cluster6"
"1146","BRU079","MLG449","BRU",2016,2016,2016-10-02,"cluster3"
"1147","KON35","MLG151","KON",2016,2016,2016-10-02,"cluster6"
"1148","KON40","MLG151","KON",2016,2016,2016-10-02,"cluster6"
"1149","LIM032","MLG156","LIM",2016,2016,2016-10-02,"cluster6"
"1150","LIM033","MLG156","LIM",2016,2016,2016-10-02,"cluster6"
"1151","LIM034","MLG156","LIM",2016,2016,2016-10-02,"cluster6"
"1152","LIM036","MLG156","LIM",2016,2016,2016-10-02,"cluster6"
"1153","LIM037","MLG156","LIM",2016,2016,2016-10-02,"cluster6"
"1154","LIM038","MLG156","LIM",2016,2016,2016-10-02,"cluster6"
"1155","LIM039","MLG132","LIM",2016,2016,2016-10-02,"cluster6"
"1156","LIM040","MLG416","LIM",2016,2016,2016-10-02,"mixed"
"1157","LIM041","MLG156","LIM",2016,2016,2016-10-02,"cluster6"
"1158","WSL025","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1159","WSL026","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1160","WSL027","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1161","WSL028","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1162","WSL029","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1163","WSL030","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1164","WSL031","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1165","WSL032","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1166","WSL033","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1167","WSL034","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1168","WSL035","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1169","WSL036","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1170","WSL037","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1171","WSL038","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1172","WSL039","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1173","WSL040","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1174","WSL041","MLG345","WSL",2016,2016,2016-10-02,"cluster6"
"1175","WSL042","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1176","WSL043","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1177","WSL044","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1178","WSL045","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1179","WSL046","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1180","WSL047","MLG346","WSL",2016,2016,2016-10-02,"cluster6"
"1181","SCHLIDR88","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1182","SCHLIDR89","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1183","SCHLIDR90","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1184","SCHLIDR91","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1185","SCHLIDR92","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1186","SCHLIDR93","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1187","SCHLIDR94","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1188","SCHLIDR95","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1189","SCHLIDR96","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1190","SCHLIDR97","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1191","SCHLIDR98","MLG253","SCD",2016,2016,2016-10-03,"cluster2"
"1192","SCHLIGR287","MLG297","SCL",2016,2016,2016-10-03,"cluster2"
"1193","SCHLIGR290","MLG281","SCL",2016,2016,2016-10-03,"cluster2"
"1194","SCHLIGR296","MLG281","SCL",2016,2016,2016-10-03,"cluster2"
"1195","BOHBU207","MLG235","BOB",2016,2016,2016-10-20,"cluster4"
"1196","BOHBU208","MLG447","BOB",2016,2016,2016-10-20,"cluster5"
"1197","BOHBU210","MLG77","BOB",2016,2016,2016-10-20,"cluster1"
"1198","BUR138","MLG7","BUR",2016,2016,2016-10-21,"cluster3"
"1199","BRU080","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1200","BRU081","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1201","BRU083","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1202","BRU084","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1203","BRU085","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1204","BRU086","MLG224","BRU",2016,2016,2016-10-23,"cluster2"
"1205","BRU087","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1206","BRU088","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1207","BRU089","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1208","BRU090","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1209","BRU091","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1210","BRU092","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1211","BRU093","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1212","BRU095","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1213","BRU096","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1214","BRU097","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1215","BRU099","MLG224","BRU",2016,2016,2016-10-23,"cluster2"
"1216","BRU100","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1217","BRU101","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1218","BRU102","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1219","BRU103","MLG449","BRU",2016,2016,2016-10-23,"cluster3"
"1220","FREI115","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1221","FREI116","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1222","FREI117","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1223","FREI121","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1224","FREI124","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1225","FREI125","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1226","FREI126","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1227","FREI128","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1228","FREI129","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1229","FREI130","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1230","FREI132","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1231","FREI137","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1232","FREI138","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1233","FREI139","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1234","FREI140","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1235","FREI141","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1236","FREI143","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1237","FREI147","MLG354","FRE",2016,2016,2016-10-23,"cluster3"
"1238","KON41","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1239","KON46","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1240","KON48","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1241","KON57","MLG180","KON",2016,2016,2016-10-23,"cluster6"
"1242","KON59","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1243","KON60","MLG180","KON",2016,2016,2016-10-23,"cluster6"
"1244","KON61","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1245","KON62","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1246","KON64","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1247","KON68","MLG151","KON",2016,2016,2016-10-23,"cluster6"
"1248","LIM042","MLG156","LIM",2016,2016,2016-10-23,"cluster6"
"1249","LIM043","MLG156","LIM",2016,2016,2016-10-23,"cluster6"
"1250","LIM044","MLG156","LIM",2016,2016,2016-10-23,"cluster6"
"1251","LIM045","MLG156","LIM",2016,2016,2016-10-23,"cluster6"
"1252","LIM046","MLG156","LIM",2016,2016,2016-10-23,"cluster6"
"1253","LIM047","MLG416","LIM",2016,2016,2016-10-23,"mixed"
"1254","LIM048","MLG416","LIM",2016,2016,2016-10-23,"mixed"
"1255","LIM049","MLG156","LIM",2016,2016,2016-10-23,"cluster6"
"1256","LIM050","MLG156","LIM",2016,2016,2016-10-23,"cluster6"
"1257","LIM051","MLG416","LIM",2016,2016,2016-10-23,"mixed"
"1258","NEUCH28","MLG270","NEU",2016,2016,2016-10-23,"mixed"
"1259","NEUCH29","MLG274","NEU",2016,2016,2016-10-23,"cluster6"
"1260","NEUCH30","MLG274","NEU",2016,2016,2016-10-23,"cluster6"
"1261","NEUCH31","MLG274","NEU",2016,2016,2016-10-23,"cluster6"
"1262","SCHIF42","MLG21","SCS",2016,2016,2016-10-23,"cluster6"
"1263","SCHIF44","MLG21","SCS",2016,2016,2016-10-23,"cluster6"
"1264","SCHIF45","MLG21","SCS",2016,2016,2016-10-23,"cluster6"
"1265","SCHIF46","MLG21","SCS",2016,2016,2016-10-23,"cluster6"
"1266","SCHIF47","MLG21","SCS",2016,2016,2016-10-23,"cluster6"
"1267","SCHLIDR100","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1268","SCHLIDR101","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1269","SCHLIDR102","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1270","SCHLIDR103","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1271","SCHLIDR104","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1272","SCHLIDR105","MLG346","SCD",2016,2016,2016-10-23,"cluster6"
"1273","SCHLIDR106","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1274","SCHLIDR108","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1275","SCHLIDR109","MLG126","SCD",2016,2016,2016-10-23,"cluster2"
"1276","SCHLIDR110","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1277","SCHLIDR111","MLG126","SCD",2016,2016,2016-10-23,"cluster2"
"1278","SCHLIDR112","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1279","SCHLIDR113","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1280","SCHLIDR114","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1281","SCHLIDR115","MLG126","SCD",2016,2016,2016-10-23,"cluster2"
"1282","SCHLIDR116","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1283","SCHLIDR117","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1284","SCHLIDR118","MLG126","SCD",2016,2016,2016-10-23,"cluster2"
"1285","SCHLIDR119","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1286","SCHLIDR99","MLG253","SCD",2016,2016,2016-10-23,"cluster2"
"1287","SCHLIGR303","MLG297","SCL",2016,2016,2016-10-23,"cluster2"
"1288","SCHLIGR305","MLG297","SCL",2016,2016,2016-10-23,"cluster2"
"1289","SCHLIGR306","MLG297","SCL",2016,2016,2016-10-23,"cluster2"
"1290","SCHLIGR311","MLG281","SCL",2016,2016,2016-10-23,"cluster2"
"1291","WSL048","MLG346","WSL",2016,2016,2016-10-23,"cluster6"
"1292","WSL049","MLG346","WSL",2016,2016,2016-10-23,"cluster6"
"1293","WSL050","MLG346","WSL",2016,2016,2016-10-23,"cluster6"
"1294","WSL051","MLG346","WSL",2016,2016,2016-10-23,"cluster6"
"1295","WSL052","MLG345","WSL",2016,2016,2016-10-23,"cluster6"
"1296","LIM052","MLG156","LIM",2016,2016,2016-11-07,"cluster6"
"1297","LIM053","MLG156","LIM",2016,2016,2016-11-07,"cluster6"
"1298","SCHLIDR120","MLG253","SCD",2016,2016,2016-11-12,"cluster2"
"1299","BOHBU214","MLG81","BOB",2016,2016,2016-11-13,"cluster1"
"1300","BOHBU216","MLG378","BOB",2016,2016,2016-11-13,"cluster4"
"1301","BOHBU219","MLG81","BOB",2016,2016,2016-11-13,"cluster1"
"1302","BOHBU226","MLG190","BOB",2016,2016,2016-11-13,"cluster1"
"1303","BOHBU228","MLG196","BOB",2016,2016,2016-11-13,"cluster1"
"1304","BOHBU233","MLG237","BOB",2016,2016,2016-11-13,"cluster4"
"1305","BOHBU234","MLG81","BOB",2016,2016,2016-11-13,"cluster1"
"1306","BOHBU236","MLG438","BOB",2016,2016,2016-11-13,"cluster5"
"1307","BOHBU237","MLG68","BOB",2016,2016,2016-11-13,"cluster1"
"1308","BRU105","MLG224","BRU",2016,2016,2016-11-13,"cluster2"
"1309","BRU106","MLG449","BRU",2016,2016,2016-11-13,"cluster3"
"1310","BRU107","MLG449","BRU",2016,2016,2016-11-13,"cluster3"
"1311","BRU110","MLG449","BRU",2016,2016,2016-11-13,"cluster3"
"1312","FRIC62","MLG227","FRI",2016,2016,2016-11-13,"cluster2"
"1313","FRIC63","MLG227","FRI",2016,2016,2016-11-13,"cluster2"
"1314","FRIC64","MLG227","FRI",2016,2016,2016-11-13,"cluster2"
"1315","FRIC65","MLG227","FRI",2016,2016,2016-11-13,"cluster2"
"1316","FRIC66","MLG227","FRI",2016,2016,2016-11-13,"cluster2"
"1317","FRIC67","MLG227","FRI",2016,2016,2016-11-13,"cluster2"
"1318","FRIC68","MLG227","FRI",2016,2016,2016-11-13,"cluster2"
"1319","FRIC72","MLG384","FRI",2016,2016,2016-11-13,"mixed"
"1320","KON72","MLG175","KON",2016,2016,2016-11-13,"cluster6"
"1321","KON75","MLG267","KON",2016,2016,2016-11-13,"cluster6"
"1322","KON78","MLG151","KON",2016,2016,2016-11-13,"cluster6"
"1323","KON83","MLG151","KON",2016,2016,2016-11-13,"cluster6"
"1324","LIM054","MLG208","LIM",2016,2016,2016-11-13,"cluster1"
"1325","LIM055","MLG208","LIM",2016,2016,2016-11-13,"cluster1"
"1326","LIM056","MLG208","LIM",2016,2016,2016-11-13,"cluster1"
"1327","LIM057","MLG208","LIM",2016,2016,2016-11-13,"cluster1"
"1328","LIM058","MLG212","LIM",2016,2016,2016-11-13,"cluster4"
"1329","LIM059","MLG212","LIM",2016,2016,2016-11-13,"cluster4"
"1330","LIM060","MLG212","LIM",2016,2016,2016-11-13,"cluster4"
"1331","LIM061","MLG44","LIM",2016,2016,2016-11-13,"mixed"
"1332","LIM062","MLG212","LIM",2016,2016,2016-11-13,"cluster4"
"1333","WSL053","MLG346","WSL",2016,2016,2016-11-13,"cluster6"
"1334","WSL054","MLG346","WSL",2016,2016,2016-11-13,"cluster6"
"1335","WSL055","MLG346","WSL",2016,2016,2016-11-13,"cluster6"
"1336","WSL056","MLG346","WSL",2016,2016,2016-11-13,"cluster6"
"1337","WSL057","MLG346","WSL",2016,2016,2016-11-13,"cluster6"
"1338","FREI148","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1339","FREI149","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1340","FREI150","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1341","FREI151","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1342","FREI152","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1343","FREI153","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1344","FREI154","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1345","FREI155","MLG354","FRE",2016,2016,2016-11-30,"cluster3"
"1346","BRU114","MLG449","BRU",2016,2016,2016-12-04,"cluster3"
"1347","BRU115","MLG8","BRU",2016,2016,2016-12-04,"cluster3"
"1348","BRU116","MLG9","BRU",2016,2016,2016-12-04,"cluster3"
"1349","BRU118","MLG449","BRU",2016,2016,2016-12-04,"cluster3"
"1350","BRU119","MLG449","BRU",2016,2016,2016-12-04,"cluster3"
"1351","BRU120","MLG449","BRU",2016,2016,2016-12-04,"cluster3"
"1352","BRU121","MLG449","BRU",2016,2016,2016-12-04,"cluster3"
"1353","HAN001","MLG284","HAN",2016,2016,2016-12-04,"mixed"
"1354","KON84","MLG151","KON",2016,2016,2016-12-04,"cluster6"
"1355","KON93","MLG176","KON",2016,2016,2016-12-04,"cluster6"
"1356","KON96","MLG151","KON",2016,2016,2016-12-04,"cluster6"
"1357","LIM063","MLG208","LIM",2016,2016,2016-12-04,"cluster1"
"1358","LIM064","MLG208","LIM",2016,2016,2016-12-04,"cluster1"
"1359","LIM065","MLG208","LIM",2016,2016,2016-12-04,"cluster1"
"1360","LIM066","MLG33","LIM",2016,2016,2016-12-04,"cluster6"
"1361","LIM067","MLG33","LIM",2016,2016,2016-12-04,"cluster6"
"1362","LIM068","MLG416","LIM",2016,2016,2016-12-04,"mixed"
"1363","LIM069","MLG9","LIM",2016,2016,2016-12-04,"cluster3"
"1364","LIM070","MLG9","LIM",2016,2016,2016-12-04,"cluster3"
"1365","LIM071","MLG416","LIM",2016,2016,2016-12-04,"mixed"
"1366","LIM072","MLG156","LIM",2016,2016,2016-12-04,"cluster6"
"1367","SCHLIDR121","MLG283","SCD",2016,2016,2016-12-04,"cluster2"
"1368","SCHLIDR122","MLG283","SCD",2016,2016,2016-12-04,"cluster2"
"1369","WSL058","MLG346","WSL",2016,2016,2016-12-04,"cluster6"
"1370","WSL059","MLG346","WSL",2016,2016,2016-12-04,"cluster6"
"1371","BOHBU240","MLG76","BOB",2016,2016,2016-12-05,"cluster1"
"1372","BOHBU241","MLG447","BOB",2016,2016,2016-12-05,"cluster5"
"1373","BOHBU242","MLG81","BOB",2016,2016,2016-12-05,"cluster1"
"1374","BOHBU246","MLG378","BOB",2016,2016,2016-12-05,"cluster4"
"1375","BOHBU247","MLG70","BOB",2016,2016,2016-12-05,"cluster1"
"1376","BOHBU248","MLG169","BOB",2016,2016,2016-12-05,"cluster1"
"1377","BRU123","MLG449","BRU",2016,2016,2016-12-25,"cluster3"
"1378","BRU124","MLG449","BRU",2016,2016,2016-12-25,"cluster3"
"1379","BRU128","MLG449","BRU",2016,2016,2016-12-25,"cluster3"
"1380","KON100","MLG172","KON",2016,2016,2016-12-25,"cluster6"
"1381","KON102","MLG176","KON",2016,2016,2016-12-25,"cluster6"
"1382","KON97","MLG151","KON",2016,2016,2016-12-25,"cluster6"
"1383","KON98","MLG173","KON",2016,2016,2016-12-25,"cluster6"
"1384","LIM073","MLG449","LIM",2016,2016,2016-12-25,"cluster3"
"1385","LIM074","MLG158","LIM",2016,2016,2016-12-25,"cluster6"
"1386","BOHBU253","MLG429","BOB",2016,2016,2016-12-26,"cluster4"
"1387","BOHBU254","MLG423","BOB",2016,2016,2016-12-26,"cluster4"
"1388","BOHBU255","MLG436","BOB",2016,2016,2016-12-26,"mixed"
"1389","BOHBU257","MLG3","BOB",2016,2016,2016-12-26,"cluster4"
"1390","BOHBU259","MLG6","BOB",2016,2016,2016-12-26,"cluster4"
"1391","BOHBU260","MLG381","BOB",2016,2016,2016-12-26,"cluster4"
"1392","BOHBU261","MLG423","BOB",2016,2016,2016-12-26,"cluster4"
"1393","BOHBU262","MLG196","BOB",2016,2016,2016-12-26,"cluster1"
"1394","BOHBU263","MLG381","BOB",2016,2016,2016-12-26,"cluster4"
"1395","BOHBU264","MLG423","BOB",2016,2016,2016-12-26,"cluster4"
"1396","HAN035","MLG347","HAN",2016,2017,2017-01-14,"cluster6"
"1397","HAN036","MLG347","HAN",2016,2017,2017-01-14,"cluster6"
"1398","HAN037","MLG347","HAN",2016,2017,2017-01-14,"cluster6"
"1399","HAN038","MLG347","HAN",2016,2017,2017-01-14,"cluster6"
"1400","LIM075","MLG208","LIM",2016,2017,2017-01-15,"cluster1"
"1401","LIM076","MLG208","LIM",2016,2017,2017-01-15,"cluster1"
"1402","BRU129","MLG449","BRU",2016,2017,2017-01-16,"cluster3"
"1403","BRU130","MLG449","BRU",2016,2017,2017-01-16,"cluster3"
"1404","BRU131","MLG449","BRU",2016,2017,2017-01-16,"cluster3"
"1405","BRU132","MLG449","BRU",2016,2017,2017-02-05,"cluster3"
"1406","BRU133","MLG449","BRU",2016,2017,2017-02-05,"cluster3"
"1407","HAN027","MLG347","HAN",2016,2017,2017-02-05,"cluster6"
"1408","HAN028","MLG347","HAN",2016,2017,2017-02-05,"cluster6"
"1409","HAN029","MLG347","HAN",2016,2017,2017-02-05,"cluster6"
"1410","HAN030","MLG347","HAN",2016,2017,2017-02-05,"cluster6"
"1411","HAN031","MLG347","HAN",2016,2017,2017-02-05,"cluster6"
"1412","KON109","MLG151","KON",2016,2017,2017-02-05,"cluster6"
"1413","NEUCH39","MLG274","NEU",2016,2017,2017-02-05,"cluster6"
"1414","NEUCH40","MLG274","NEU",2016,2017,2017-02-05,"cluster6"
"1415","BRU135","MLG449","BRU",2016,2017,2017-02-25,"cluster3"
"1416","LIM078","MLG140","LIM",2016,2017,2017-02-25,"cluster6"
"1417","LIM079","MLG208","LIM",2016,2017,2017-02-25,"cluster1"
"1418","LIM080","MLG156","LIM",2016,2017,2017-02-25,"cluster6"
"1419","HAN032","MLG347","HAN",2016,2017,2017-02-26,"cluster6"
"1420","HAN033","MLG347","HAN",2016,2017,2017-02-26,"cluster6"
"1421","HAN040","MLG351","HAN",2016,2017,2017-02-26,"cluster6"
"1422","WSL060","MLG346","WSL",2016,2017,2017-03-02,"cluster6"
"1423","LIM082","MLG156","LIM",2016,2017,2017-04-10,"cluster6"
"1424","LIM083","MLG208","LIM",2016,2017,2017-04-30,"cluster1"
"1425","LIM085","MLG156","LIM",2016,2017,2017-04-30,"cluster6"
"1426","LIM086","MLG156","LIM",2016,2017,2017-04-30,"cluster6"
"1427","LIM087","MLG156","LIM",2017,2017,2017-06-09,"cluster6"
"1428","BOHBU265","MLG67","BOB",2017,2017,2017-06-11,"cluster1"
"1429","BOHBU266","MLG67","BOB",2017,2017,2017-06-11,"cluster1"
"1430","BOHBU267","MLG81","BOB",2017,2017,2017-06-11,"cluster1"
"1431","BOHBU268","MLG81","BOB",2017,2017,2017-06-11,"cluster1"
"1432","HAN041","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1433","HAN042","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1434","HAN045","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1435","HAN046","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1436","HAN047","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1437","HAN048","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1438","HAN049","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1439","HAN050","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1440","HAN051","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1441","HAN052","MLG351","HAN",2017,2017,2017-06-11,"cluster6"
"1442","LIM090","MLG156","LIM",2017,2017,2017-06-12,"cluster6"
"1443","LIM092","MLG208","LIM",2017,2017,2017-06-12,"cluster1"
"1444","LIM093","MLG156","LIM",2017,2017,2017-06-12,"cluster6"
"1445","LIM094","MLG208","LIM",2017,2017,2017-06-12,"cluster1"
